"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2013","2013",1816600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2014","2014",1854000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2015","2015",1886900,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2016","2016",1920600,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2017","2017",1942700,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2018","2018",1967800,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","ITA","Italy","2019","2019",1989000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2000","2000",4515000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2001","2001",4769000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2002","2002",4959000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2003","2003",5176000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2004","2004",5406000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2005","2005",5710000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2006","2006",5924000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2007","2007",6068000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2008","2008",6301000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2009","2009",6567000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2010","2010",6931000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2011","2011",7162000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2012","2012",7464000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2013","2013",7706000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2014","2014",7922000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","JPN","Japan","2015","2015",8214000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2008","2008",850500,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2009","2009",1006400,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2010","2010",1162000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2011","2011",1328200,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2012","2012",1415300,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2013","2013",1565500,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2014","2014",1708500,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2015","2015",1781000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2016","2016",1860800,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2017","2017",1921300,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","KOR","Korea","2018","2018",2046200,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2000","2000",17624,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2001","2001",18595,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2002","2002",20064,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2003","2003",21538,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2004","2004",22909,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2005","2005",24282,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2006","2006",25615,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2007","2007",27020,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2008","2008",28466,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2009","2009",29789,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2010","2010",32115,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2011","2011",33880,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2012","2012",36024,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2013","2013",38707,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2014","2014",40619,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2015","2015",42253,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2016","2016",43226,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2017","2017",45007,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","LUX","Luxembourg","2018","2018",46921,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2000","2000",902061,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2001","2001",916669,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2002","2002",921646,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2003","2003",955602,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2004","2004",960107,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2005","2005",964409,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2006","2006",965288,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2007","2007",997703,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2008","2008",1008547,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2009","2009",1023673,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2010","2010",1049101,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2011","2011",1065658,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2012","2012",1079566,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2013","2013",1101244,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2014","2014",1106505,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2015","2015",1117027,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2016","2016",1129435,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2017","2017",1147028,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","MEX","Mexico","2018","2018",1163245,"P","Provisional value"
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2000","2000",1006000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2001","2001",1049000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2002","2002",1105000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2003","2003",1152000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2004","2004",1152000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2005","2005",1191000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2006","2006",1225000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2007","2007",1261000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2008","2008",1305000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2009","2009",1341000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2010","2010",1394000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2011","2011",1420000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2012","2012",1436000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2013","2013",1427000,,
"GEHETHSM","Total health and social employment","PERSMYNB","Number of persons (head counts)","NLD","Netherlands","2014","2014",1397000,,
